age,samp_no,chain_no,j,ar,N
0,215001,4,2004,0.06382978723404255,94
0,215001,4,2005,0.16666666666666666,108
0,215001,4,2006,0.08411214953271028,107
0,215001,4,2007,0.18478260869565216,92
0,215001,4,2008,0.13636363636363635,66
0,215001,4,2009,0.42857142857142855,35
0,215001,4,2010,0,10
0,215001,4,2011,0,3
0,215001,5,2001,0.23809523809523808,21
0,215001,5,2002,0.33962264150943394,53
0,215001,5,2003,0.3283582089552239,67
0,215001,5,2004,0.0425531914893617,94
0,215001,5,2005,0.12962962962962962,108
0,215001,5,2006,0.056074766355140186,107
0,215001,5,2007,0.13043478260869565,92
0,215001,5,2008,0.15151515151515152,66
0,215001,5,2009,0.45714285714285713,35
0,215001,5,2010,0,10
0,215001,5,2011,0,3
0,217501,1,2001,0,21
0,217501,1,2002,0.24528301886792453,53
0,217501,1,2003,0.34328358208955223,67
0,217501,1,2004,0.0851063829787234,94
0,217501,1,2005,0.18518518518518517,108
0,217501,1,2006,0.07476635514018691,107
0,217501,1,2007,0.21739130434782608,92
0,217501,1,2008,0.10606060606060606,66
0,217501,1,2009,0.4,35
0,217501,1,2010,0,10
0,217501,1,2011,0,3
0,217501,2,2001,0.09523809523809523,21
0,217501,2,2002,0.33962264150943394,53
0,217501,2,2003,0.44776119402985076,67
0,217501,2,2004,0,94
0,217501,2,2005,0.14814814814814814,108
0,217501,2,2006,0.07476635514018691,107
0,217501,2,2007,0.2608695652173913,92
0,217501,2,2008,0.16666666666666666,66
0,217501,2,2009,0.45714285714285713,35
0,217501,2,2010,0,10
0,217501,2,2011,0,3
0,217501,3,2001,0.6666666666666666,21
0,217501,3,2002,0.37735849056603776,53
0,217501,3,2003,0.373134328358209,67
0,217501,3,2004,0.09574468085106383,94
0,217501,3,2005,0.17592592592592593,108
0,217501,3,2006,0.018691588785046728,107
0,217501,3,2007,0.21739130434782608,92
0,217501,3,2008,0.13636363636363635,66
0,217501,3,2009,0.37142857142857144,35
0,217501,3,2010,0,10
0,217501,3,2011,0,3
0,217501,4,2001,0,21
0,217501,4,2002,0.3018867924528302,53
0,217501,4,2003,0.373134328358209,67
0,217501,4,2004,0.02127659574468085,94
0,217501,4,2005,0.1111111111111111,108
0,217501,4,2006,0.037383177570093455,107
0,217501,4,2007,0.20652173913043478,92
0,217501,4,2008,0.12121212121212122,66
0,217501,4,2009,0.4857142857142857,35
0,217501,4,2010,0,10
0,217501,4,2011,0,3
0,217501,5,2001,0.2857142857142857,21
0,217501,5,2002,0.11320754716981132,53
0,217501,5,2003,0.3283582089552239,67
0,217501,5,2004,0.010638297872340425,94
0,217501,5,2005,0.21296296296296297,108
0,217501,5,2006,0.04672897196261682,107
0,217501,5,2007,0.17391304347826086,92
0,217501,5,2008,0.10606060606060606,66
0,217501,5,2009,0.42857142857142855,35
0,217501,5,2010,0,10
0,217501,5,2011,0,3
0,220001,1,2001,0.42857142857142855,21
0,220001,1,2002,0.3018867924528302,53
0,220001,1,2003,0.1791044776119403,67
0,220001,1,2004,0.14893617021276595,94
0,220001,1,2005,0.23148148148148148,108
0,220001,1,2006,0.04672897196261682,107
0,220001,1,2007,0.22826086956521738,92
0,220001,1,2008,0.10606060606060606,66
0,220001,1,2009,0.4,35
0,220001,1,2010,0,10
0,220001,1,2011,0,3
0,220001,2,2001,0.047619047619047616,21
0,220001,2,2002,0.33962264150943394,53
0,220001,2,2003,0.26865671641791045,67
0,220001,2,2004,0.1595744680851064,94
0,220001,2,2005,0.24074074074074073,108
0,220001,2,2006,0.04672897196261682,107
0,220001,2,2007,0.20652173913043478,92
0,220001,2,2008,0.12121212121212122,66
0,220001,2,2009,0.34285714285714286,35
0,220001,2,2010,0,10
0,220001,2,2011,0,3
0,220001,3,2001,0.047619047619047616,21
0,220001,3,2002,0.3018867924528302,53
0,220001,3,2003,0.3880597014925373,67
0,220001,3,2004,0.20212765957446807,94
0,220001,3,2005,0.1388888888888889,108
0,220001,3,2006,0.056074766355140186,107
0,220001,3,2007,0.16304347826086957,92
0,220001,3,2008,0.12121212121212122,66
0,220001,3,2009,0.42857142857142855,35
0,220001,3,2010,0,10
0,220001,3,2011,0,3
0,220001,4,2001,0.5714285714285714,21
0,220001,4,2002,0.24528301886792453,53
0,220001,4,2003,0.29850746268656714,67
0,220001,4,2004,0.14893617021276595,94
0,220001,4,2005,0.19444444444444445,108
0,220001,4,2006,0.056074766355140186,107
0,220001,4,2007,0.18478260869565216,92
0,220001,4,2008,0.10606060606060606,66
0,220001,4,2009,0.45714285714285713,35
0,220001,4,2010,0,10
0,220001,4,2011,0,3
0,220001,5,2001,0.23809523809523808,21
0,220001,5,2002,0.24528301886792453,53
0,220001,5,2003,0.3582089552238806,67
0,220001,5,2004,0.14893617021276595,94
0,220001,5,2005,0.1574074074074074,108
0,220001,5,2006,0.04672897196261682,107
0,220001,5,2007,0.22826086956521738,92
0,220001,5,2008,0.16666666666666666,66
0,220001,5,2009,0.42857142857142855,35
0,220001,5,2010,0,10
0,220001,5,2011,0,3
0,222501,1,2001,0.19047619047619047,21
0,222501,1,2002,0.3018867924528302,53
0,222501,1,2003,0.44776119402985076,67
0,222501,1,2004,0.05319148936170213,94
0,222501,1,2005,0.19444444444444445,108
0,222501,1,2006,0.056074766355140186,107
0,222501,1,2007,0.17391304347826086,92
0,222501,1,2008,0.12121212121212122,66
0,222501,1,2009,0.4857142857142857,35
0,222501,1,2010,0,10
0,222501,1,2011,0,3
0,222501,2,2001,0.42857142857142855,21
0,222501,2,2002,0.33962264150943394,53
0,222501,2,2003,0.31343283582089554,67
0,222501,2,2004,0,94
0,222501,2,2005,0.14814814814814814,108
0,222501,2,2006,0.028037383177570093,107
0,222501,2,2007,0.2391304347826087,92
0,222501,2,2008,0.18181818181818182,66
0,222501,2,2009,0.45714285714285713,35
0,222501,2,2010,0,10
0,222501,2,2011,0,3
0,222501,3,2001,0.47619047619047616,21
0,222501,3,2002,0.33962264150943394,53
0,222501,3,2003,0.40298507462686567,67
0,222501,3,2004,0.07446808510638298,94
0,222501,3,2005,0.16666666666666666,108
0,222501,3,2006,0.07476635514018691,107
0,222501,3,2007,0.25,92
0,222501,3,2008,0.13636363636363635,66
0,222501,3,2009,0.37142857142857144,35
0,222501,3,2010,0,10
0,222501,3,2011,0,3
0,222501,4,2001,0.6190476190476191,21
0,222501,4,2002,0.33962264150943394,53
0,222501,4,2003,0.3283582089552239,67
0,222501,4,2004,0.1595744680851064,94
0,222501,4,2005,0.19444444444444445,108
0,222501,4,2006,0.056074766355140186,107
0,222501,4,2007,0.11956521739130435,92
0,222501,4,2008,0.15151515151515152,66
0,222501,4,2009,0.34285714285714286,35
0,222501,4,2010,0,10
0,222501,4,2011,0,3
0,222501,5,2001,0.7142857142857143,21
0,222501,5,2002,0.24528301886792453,53
0,222501,5,2003,0.3283582089552239,67
0,222501,5,2004,0.18085106382978725,94
0,222501,5,2005,0.17592592592592593,108
0,222501,5,2006,0.037383177570093455,107
0,222501,5,2007,0.22826086956521738,92
0,222501,5,2008,0.06060606060606061,66
0,222501,5,2009,0.4857142857142857,35
0,222501,5,2010,0,10
0,222501,5,2011,0,3
0,225001,1,2001,0.47619047619047616,21
0,225001,1,2002,0.18867924528301888,53
0,225001,1,2003,0.26865671641791045,67
0,225001,1,2004,0.07446808510638298,94
0,225001,1,2005,0.1574074074074074,108
0,225001,1,2006,0.056074766355140186,107
0,225001,1,2007,0.17391304347826086,92
0,225001,1,2008,0.09090909090909091,66
0,225001,1,2009,0.42857142857142855,35
0,225001,1,2010,0,10
0,225001,1,2011,0,3
0,225001,2,2001,0.47619047619047616,21
0,225001,2,2002,0.2641509433962264,53
0,225001,2,2003,0.3582089552238806,67
0,225001,2,2004,0.031914893617021274,94
0,225001,2,2005,0.21296296296296297,108
0,225001,2,2006,0.06542056074766354,107
0,225001,2,2007,0.21739130434782608,92
0,225001,2,2008,0.09090909090909091,66
0,225001,2,2009,0.4857142857142857,35
0,225001,2,2010,0,10
0,225001,2,2011,0,3
0,225001,3,2001,0.3333333333333333,21
0,225001,3,2002,0.3584905660377358,53
0,225001,3,2003,0.40298507462686567,67
0,225001,3,2004,0.0851063829787234,94
0,225001,3,2005,0.12037037037037036,108
0,225001,3,2006,0.056074766355140186,107
0,225001,3,2007,0.1956521739130435,92
0,225001,3,2008,0.15151515151515152,66
0,225001,3,2009,0.4857142857142857,35
0,225001,3,2010,0,10
0,225001,3,2011,0,3
0,225001,4,2001,0.5714285714285714,21
0,225001,4,2002,0.1509433962264151,53
0,225001,4,2003,0.40298507462686567,67
0,225001,4,2004,0.05319148936170213,94
0,225001,4,2005,0.25,108
0,225001,4,2006,0.07476635514018691,107
0,225001,4,2007,0.20652173913043478,92
0,225001,4,2008,0.12121212121212122,66
0,225001,4,2009,0.5142857142857142,35
0,225001,4,2010,0,10
0,225001,4,2011,0,3
0,225001,5,2001,0.19047619047619047,21
0,225001,5,2002,0.3584905660377358,53
0,225001,5,2003,0.26865671641791045,67
0,225001,5,2004,0.09574468085106383,94
0,225001,5,2005,0.1574074074074074,108
0,225001,5,2006,0.056074766355140186,107
0,225001,5,2007,0.14130434782608695,92
0,225001,5,2008,0.16666666666666666,66
0,225001,5,2009,0.4,35
0,225001,5,2010,0,10
0,225001,5,2011,0,3
0,227501,1,2001,0.42857142857142855,21
0,227501,1,2002,0.39622641509433965,53
0,227501,1,2003,0.23880597014925373,67
0,227501,1,2004,0.0851063829787234,94
0,227501,1,2005,0.19444444444444445,108
0,227501,1,2006,0.037383177570093455,107
0,227501,1,2007,0.2391304347826087,92
0,227501,1,2008,0.09090909090909091,66
0,227501,1,2009,0.45714285714285713,35
0,227501,1,2010,0,10
0,227501,1,2011,0,3
0,227501,2,2001,0.5714285714285714,21
0,227501,2,2002,0.4528301886792453,53
0,227501,2,2003,0.29850746268656714,67
0,227501,2,2004,0.0851063829787234,94
0,227501,2,2005,0.19444444444444445,108
0,227501,2,2006,0.07476635514018691,107
0,227501,2,2007,0.20652173913043478,92
0,227501,2,2008,0.18181818181818182,66
0,227501,2,2009,0.4857142857142857,35
0,227501,2,2010,0,10
0,227501,2,2011,0,3
0,227501,3,2001,0.5238095238095238,21
0,227501,3,2002,0.2641509433962264,53
0,227501,3,2003,0.26865671641791045,67
0,227501,3,2004,0.0851063829787234,94
0,227501,3,2005,0.16666666666666666,108
0,227501,3,2006,0.04672897196261682,107
0,227501,3,2007,0.22826086956521738,92
0,227501,3,2008,0.21212121212121213,66
0,227501,3,2009,0.45714285714285713,35
0,227501,3,2010,0,10
0,227501,3,2011,0,3
0,227501,4,2001,0.47619047619047616,21
0,227501,4,2002,0.16981132075471697,53
0,227501,4,2003,0.3582089552238806,67
0,227501,4,2004,0.05319148936170213,94
0,227501,4,2005,0.17592592592592593,108
0,227501,4,2006,0.04672897196261682,107
0,227501,4,2007,0.14130434782608695,92
0,227501,4,2008,0.07575757575757576,66
0,227501,4,2009,0.4,35
0,227501,4,2010,0,10
0,227501,4,2011,0,3
0,227501,5,2001,0.047619047619047616,21
0,227501,5,2002,0.3018867924528302,53
0,227501,5,2003,0.373134328358209,67
0,227501,5,2004,0.0425531914893617,94
0,227501,5,2005,0.2222222222222222,108
0,227501,5,2006,0.037383177570093455,107
0,227501,5,2007,0.18478260869565216,92
0,227501,5,2008,0.15151515151515152,66
0,227501,5,2009,0.5142857142857142,35
0,227501,5,2010,0,10
0,227501,5,2011,0,3
0,230001,1,2001,0.2857142857142857,21
0,230001,1,2002,0.39622641509433965,53
0,230001,1,2003,0.373134328358209,67
0,230001,1,2004,0.14893617021276595,94
0,230001,1,2005,0.1574074074074074,108
0,230001,1,2006,0.06542056074766354,107
0,230001,1,2007,0.25,92
0,230001,1,2008,0.10606060606060606,66
0,230001,1,2009,0.4,35
0,230001,1,2010,0,10
0,230001,1,2011,0,3
0,230001,2,2001,0.047619047619047616,21
0,230001,2,2002,0.2641509433962264,53
0,230001,2,2003,0.3283582089552239,67
0,230001,2,2004,0.10638297872340426,94
0,230001,2,2005,0.1574074074074074,108
0,230001,2,2006,0.11214953271028037,107
0,230001,2,2007,0.21739130434782608,92
0,230001,2,2008,0.12121212121212122,66
0,230001,2,2009,0.42857142857142855,35
0,230001,2,2010,0,10
0,230001,2,2011,0,3
0,230001,3,2001,0.14285714285714285,21
0,230001,3,2002,0.018867924528301886,53
0,230001,3,2003,0.40298507462686567,67
0,230001,3,2004,0.06382978723404255,94
0,230001,3,2005,0.19444444444444445,108
0,230001,3,2006,0.06542056074766354,107
0,230001,3,2007,0.22826086956521738,92
0,230001,3,2008,0.09090909090909091,66
0,230001,3,2009,0.5142857142857142,35
0,230001,3,2010,0,10
0,230001,3,2011,0,3
0,230001,4,2001,0.047619047619047616,21
0,230001,4,2002,0.3018867924528302,53
0,230001,4,2003,0.43283582089552236,67
0,230001,4,2004,0.010638297872340425,94
0,230001,4,2005,0.18518518518518517,108
0,230001,4,2006,0.08411214953271028,107
0,230001,4,2007,0.25,92
0,230001,4,2008,0.15151515151515152,66
0,230001,4,2009,0.45714285714285713,35
0,230001,4,2010,0,10
0,230001,4,2011,0,3
0,230001,5,2001,0.19047619047619047,21
0,230001,5,2002,0.2641509433962264,53
0,230001,5,2003,0.22388059701492538,67
0,230001,5,2004,0.1595744680851064,94
0,230001,5,2005,0.1574074074074074,108
0,230001,5,2006,0.09345794392523364,107
0,230001,5,2007,0.15217391304347827,92
0,230001,5,2008,0.12121212121212122,66
0,230001,5,2009,0.4857142857142857,35
0,230001,5,2010,0,10
0,230001,5,2011,0,3
